id,error_message,error_code,occurred_at,user_id,ip_address,url,http_method,user_agent,stack_trace
123,Failed to load order history,500,2023-11-04 22:05:50.101284,96,80.227.135.21,https://www.apparentintelligence.com/order-history,PUT,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/59.0.888.0 Safari/534.0","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 329, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
124,Item not available in stock,404,2023-11-05 00:50:21.101284,98,175.169.79.3,https://www.apparentintelligence.com/product-detail,DELETE,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 259, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
125,User authentication failed,401,2023-11-05 02:07:26.101284,27,17.216.181.115,https://www.apparentintelligence.com/login,GET,Opera/8.78.(X11; Linux i686; mni-IN) Presto/2.9.187 Version/11.00,"Traceback (most recent call last):
  File ""/app/login.py"", line 479, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
126,User authentication failed,401,2023-11-05 04:34:12.101284,97,218.124.181.214,https://www.apparentintelligence.com/account,POST,Opera/8.78.(Windows CE; pap-AN) Presto/2.9.172 Version/10.00,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 297, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
127,Failed to load checkout page,503,2023-11-05 12:07:02.101284,17,132.212.247.181,https://www.apparentintelligence.com/checkout,PUT,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.0),"Traceback (most recent call last):
  File ""/app/search.py"", line 52, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
128,User authentication failed,401,2023-11-05 13:51:01.101284,106,201.163.146.237,https://www.apparentintelligence.com/account,GET,Opera/8.32.(Windows NT 5.1; tcy-IN) Presto/2.9.186 Version/10.00,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 371, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
129,Order placement timeout,504,2023-11-05 20:41:55.101284,138,165.5.117.48,https://www.apparentintelligence.com/checkout,POST,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/60.0.818.0 Safari/532.1","Traceback (most recent call last):
  File ""/app/login.py"", line 409, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
130,Order placement timeout,504,2023-11-05 22:33:38.101284,64,195.221.71.245,https://www.apparentintelligence.com/checkout,GET,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; dv-MV) AppleWebKit/534.23.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.23.4","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 90, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
131,Search query failed,500,2023-11-06 05:46:38.101284,88,146.117.68.82,https://www.apparentintelligence.com/search,POST,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.9.1 (KHTML, like Gecko) Version/4.1 Safari/534.9.1","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 300, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
132,User authentication failed,401,2023-11-06 14:16:50.101284,89,205.82.251.48,https://www.apparentintelligence.com/account,GET,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3; rv:1.9.6.20) Gecko/2020-04-05 14:53:03 Firefox/3.6.19,"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 180, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
133,Search query failed,500,2023-11-06 17:46:49.101284,188,106.146.54.194,https://www.apparentintelligence.com/search,POST,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.43.2 (KHTML, like Gecko) Version/5.1 Safari/532.43.2","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 448, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
134,Cart update failed,400,2023-11-06 20:52:39.101284,149,139.70.89.190,https://www.apparentintelligence.com/cart,POST,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3; rv:1.9.4.20) Gecko/2018-03-12 21:00:31 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 449, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
135,User authentication failed,401,2023-11-06 21:08:55.101284,138,165.5.117.48,https://www.apparentintelligence.com/account,GET,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/61.0.832.0 Safari/532.0","Traceback (most recent call last):
  File ""/app/cart.py"", line 252, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
136,Cart update failed,400,2023-11-06 22:22:10.101284,159,208.108.1.234,https://www.apparentintelligence.com/cart,GET,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),"Traceback (most recent call last):
  File ""/app/login.py"", line 52, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
137,Failed to load order history,500,2023-11-06 23:52:16.101284,92,32.233.8.188,https://www.apparentintelligence.com/order-history,DELETE,Opera/9.65.(Windows NT 6.2; ht-HT) Presto/2.9.165 Version/11.00,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 223, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
138,Failed to load order history,500,2023-11-07 15:22:25.101284,68,152.126.184.188,https://www.apparentintelligence.com/order-history,PUT,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/20.0.803.0 Mobile/29Z415 Safari/532.1","Traceback (most recent call last):
  File ""/app/checkout.py"", line 34, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
139,Cart update failed,400,2023-11-07 16:38:35.101284,117,20.94.160.129,https://www.apparentintelligence.com/cart,DELETE,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0),"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 58, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
140,Search query failed,500,2023-11-07 23:04:13.101284,97,208.192.216.45,https://www.apparentintelligence.com/search,DELETE,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_2; rv:1.9.3.20) Gecko/2011-08-03 12:58:03 Firefox/8.0,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 332, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
141,User session expired,401,2023-11-08 03:59:12.101284,92,32.233.8.188,https://www.apparentintelligence.com/login,PUT,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.0),"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 290, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
142,Item not available in stock,404,2023-11-08 04:30:32.101284,126,57.29.195.90,https://www.apparentintelligence.com/product-detail,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2 rv:6.0; kk-KZ) AppleWebKit/535.32.3 (KHTML, like Gecko) Version/5.1 Safari/535.32.3","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 446, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
143,User authentication failed,401,2023-11-08 10:54:54.101284,4,24.130.22.204,https://www.apparentintelligence.com/account,POST,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/49.0.865.0 Mobile/77X084 Safari/532.2","Traceback (most recent call last):
  File ""/app/account.py"", line 174, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
144,Failed to load product details,500,2023-11-08 11:39:13.101284,109,115.232.143.151,https://www.apparentintelligence.com/product-listing,POST,Opera/8.39.(Windows 95; zu-ZA) Presto/2.9.171 Version/10.00,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 343, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
145,Search query failed,500,2023-11-08 13:26:25.101284,8,194.60.198.148,https://www.apparentintelligence.com/search,PUT,Opera/9.91.(X11; Linux x86_64; am-ET) Presto/2.9.187 Version/10.00,"Traceback (most recent call last):
  File ""/app/account.py"", line 314, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
146,Cart update failed,400,2023-11-08 13:51:46.101284,146,203.178.206.46,https://www.apparentintelligence.com/cart,DELETE,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.0),"Traceback (most recent call last):
  File ""/app/order-history.py"", line 478, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
147,User authentication failed,401,2023-11-08 23:24:35.101284,84,101.118.68.175,https://www.apparentintelligence.com/account,GET,Opera/8.66.(X11; Linux x86_64; mni-IN) Presto/2.9.183 Version/12.00,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 495, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
148,User authentication failed,401,2023-11-09 02:44:40.101284,45,214.27.16.97,https://www.apparentintelligence.com/account,POST,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/18.0.821.0 Mobile/50Q910 Safari/535.0","Traceback (most recent call last):
  File ""/app/cart.py"", line 386, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
149,Failed to load order history,500,2023-11-09 06:13:48.101284,192,185.17.80.12,https://www.apparentintelligence.com/order-history,POST,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2023-10-11 20:27:36 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 426, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
150,Failed to add item to wishlist,500,2023-11-09 15:32:00.101284,4,57.147.209.74,https://www.apparentintelligence.com/wishlist,DELETE,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/53.0.803.0 Mobile/23A721 Safari/531.2","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 260, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
151,Search query failed,500,2023-11-09 16:06:28.101284,57,170.240.247.225,https://www.apparentintelligence.com/search,GET,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/43.0.801.0 Mobile/55U427 Safari/535.1","Traceback (most recent call last):
  File ""/app/checkout.py"", line 288, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
152,Search query failed,500,2023-11-09 21:31:54.101284,9,192.137.250.227,https://www.apparentintelligence.com/search,POST,Opera/9.77.(Windows NT 4.0; ha-NG) Presto/2.9.177 Version/12.00,"Traceback (most recent call last):
  File ""/app/account.py"", line 173, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
153,Cart update failed,400,2023-11-10 01:03:44.101284,70,150.9.46.177,https://www.apparentintelligence.com/cart,GET,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),"Traceback (most recent call last):
  File ""/app/order-history.py"", line 406, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
154,Failed to add item to wishlist,500,2023-11-10 04:30:44.101284,23,193.26.32.186,https://www.apparentintelligence.com/wishlist,POST,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/59.0.859.0 Mobile/34N846 Safari/535.0","Traceback (most recent call last):
  File ""/app/order-history.py"", line 415, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
155,Failed to add item to wishlist,500,2023-11-10 09:25:37.101284,67,190.97.134.67,https://www.apparentintelligence.com/wishlist,POST,Opera/8.37.(X11; Linux i686; fa-IR) Presto/2.9.160 Version/12.00,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 490, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
156,User authentication failed,401,2023-11-10 09:29:15.101284,124,162.60.29.249,https://www.apparentintelligence.com/login,DELETE,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-12-11 15:12:34 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/search.py"", line 435, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
157,Search query failed,500,2023-11-10 19:30:36.101284,3,197.36.85.139,https://www.apparentintelligence.com/search,GET,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/44.0.845.0 Mobile/53J976 Safari/534.2","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 16, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
158,User authentication failed,401,2023-11-10 21:09:30.101284,150,116.10.114.14,https://www.apparentintelligence.com/account,GET,Opera/8.87.(X11; Linux i686; cmn-TW) Presto/2.9.174 Version/12.00,"Traceback (most recent call last):
  File ""/app/login.py"", line 320, in <module>
    raise Exception('User session expired')
Exception: User session expired"
159,Item not available in stock,404,2023-11-10 23:25:39.101284,5,167.38.232.237,https://www.apparentintelligence.com/product-detail,POST,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; bhb-IN) AppleWebKit/532.28.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.28.6","Traceback (most recent call last):
  File ""/app/login.py"", line 235, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
160,Failed to add item to wishlist,500,2023-11-10 23:39:22.101284,124,162.60.29.249,https://www.apparentintelligence.com/wishlist,POST,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9; rv:1.9.2.20) Gecko/2012-10-06 04:12:04 Firefox/3.6.10,"Traceback (most recent call last):
  File ""/app/order-history.py"", line 69, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
161,Item not available in stock,404,2023-11-11 07:05:32.101284,21,176.175.202.79,https://www.apparentintelligence.com/product-detail,DELETE,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),"Traceback (most recent call last):
  File ""/app/order-history.py"", line 218, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
162,Search query failed,500,2023-11-11 09:38:18.101284,107,215.127.224.165,https://www.apparentintelligence.com/search,POST,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/16.0.846.0 Safari/531.1","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 494, in <module>
    raise Exception('User session expired')
Exception: User session expired"
163,Item not available in stock,404,2023-11-11 14:46:04.101284,113,124.118.27.21,https://www.apparentintelligence.com/product-detail,PUT,Mozilla/5.0 (Android 2.3.5; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,"Traceback (most recent call last):
  File ""/app/account.py"", line 84, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
164,User session expired,401,2023-11-12 04:13:09.101284,47,179.99.169.221,https://www.apparentintelligence.com/login,POST,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2023-04-26 21:01:36 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 68, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
165,Failed to load product details,500,2023-11-12 08:22:08.101284,122,125.80.251.49,https://www.apparentintelligence.com/product-listing,DELETE,Mozilla/5.0 (Windows 98; kl-GL; rv:1.9.0.20) Gecko/2016-10-02 15:23:49 Firefox/3.6.3,"Traceback (most recent call last):
  File ""/app/login.py"", line 221, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
166,Payment gateway timeout,504,2023-11-12 10:51:21.101284,42,135.66.248.41,https://www.apparentintelligence.com/checkout,PUT,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),"Traceback (most recent call last):
  File ""/app/checkout.py"", line 104, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
167,Failed to load product details,500,2023-11-12 12:25:05.101284,144,200.10.193.78,https://www.apparentintelligence.com/product-listing,POST,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/26.0.858.0 Mobile/11S546 Safari/536.2","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 483, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
168,User session expired,401,2023-11-12 23:58:35.101284,55,12.199.124.214,https://www.apparentintelligence.com/login,POST,Mozilla/5.0 (Android 2.3.2; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,"Traceback (most recent call last):
  File ""/app/cart.py"", line 220, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
169,Failed to load order history,500,2023-11-13 01:33:47.101284,129,43.41.56.11,https://www.apparentintelligence.com/order-history,POST,Mozilla/5.0 (Android 3.2.1; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,"Traceback (most recent call last):
  File ""/app/search.py"", line 288, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
170,Cart update failed,400,2023-11-13 14:59:04.101284,132,63.6.230.126,https://www.apparentintelligence.com/cart,PUT,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2012-09-16 09:07:16 Firefox/13.0,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 21, in <module>
    raise Exception('User session expired')
Exception: User session expired"
171,Search query failed,500,2023-11-13 17:18:10.101284,196,5.11.72.110,https://www.apparentintelligence.com/search,POST,Opera/9.31.(X11; Linux x86_64; si-LK) Presto/2.9.160 Version/10.00,"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 69, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
172,Failed to add item to wishlist,500,2023-11-13 19:49:36.101284,9,111.207.183.221,https://www.apparentintelligence.com/wishlist,PUT,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 33, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
173,Failed to load product details,500,2023-11-14 00:22:50.101284,143,190.173.198.224,https://www.apparentintelligence.com/product-listing,GET,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lv-LV) AppleWebKit/534.28.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.28.3","Traceback (most recent call last):
  File ""/app/order-history.py"", line 488, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
174,Failed to add item to wishlist,500,2023-11-14 05:36:54.101284,61,189.44.95.81,https://www.apparentintelligence.com/wishlist,PUT,Opera/9.25.(X11; Linux i686; xh-ZA) Presto/2.9.170 Version/12.00,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 286, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
175,Item not available in stock,404,2023-11-14 09:26:54.101284,84,99.180.234.216,https://www.apparentintelligence.com/product-detail,PUT,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/47.0.831.0 Safari/534.2","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 294, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
176,Failed to add item to wishlist,500,2023-11-14 10:16:19.101284,51,215.201.35.36,https://www.apparentintelligence.com/wishlist,PUT,Opera/8.56.(X11; Linux x86_64; cv-RU) Presto/2.9.167 Version/12.00,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 500, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
177,User session expired,401,2023-11-14 15:23:11.101284,179,100.134.35.142,https://www.apparentintelligence.com/login,PUT,Mozilla/5.0 (Android 2.2; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,"Traceback (most recent call last):
  File ""/app/account.py"", line 280, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
178,Failed to add item to wishlist,500,2023-11-14 18:40:35.101284,69,88.52.53.101,https://www.apparentintelligence.com/wishlist,PUT,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.36.7 (KHTML, like Gecko) Version/4.1 Safari/534.36.7","Traceback (most recent call last):
  File ""/app/search.py"", line 401, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
179,User authentication failed,401,2023-11-14 20:35:45.101284,6,192.124.39.100,https://www.apparentintelligence.com/account,DELETE,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/9.4y4669.0 Mobile/85R507 Safari/531.1","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 399, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
180,Cart update failed,400,2023-11-14 23:48:47.101284,71,105.208.218.234,https://www.apparentintelligence.com/cart,GET,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0; rv:1.9.3.20) Gecko/2021-09-06 22:53:11 Firefox/3.6.4,"Traceback (most recent call last):
  File ""/app/cart.py"", line 68, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
181,Order placement timeout,504,2023-11-15 00:33:21.101284,116,192.88.220.151,https://www.apparentintelligence.com/checkout,DELETE,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/20.0.840.0 Safari/534.2","Traceback (most recent call last):
  File ""/app/account.py"", line 64, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
182,Failed to add item to wishlist,500,2023-11-15 03:46:22.101284,168,32.11.207.169,https://www.apparentintelligence.com/wishlist,DELETE,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.3.1 (KHTML, like Gecko) Version/4.0.3 Safari/531.3.1","Traceback (most recent call last):
  File ""/app/search.py"", line 222, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
183,User authentication failed,401,2023-11-15 03:58:25.101284,182,219.41.143.74,https://www.apparentintelligence.com/account,POST,Opera/8.23.(X11; Linux i686; wae-CH) Presto/2.9.177 Version/12.00,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 361, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
184,Search query failed,500,2023-11-15 10:07:27.101284,37,42.184.144.154,https://www.apparentintelligence.com/search,POST,Mozilla/5.0 (Windows NT 5.0; az-AZ; rv:1.9.1.20) Gecko/2016-08-16 14:18:44 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 361, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
185,Failed to add item to wishlist,500,2023-11-16 00:40:29.101284,97,208.192.216.45,https://www.apparentintelligence.com/wishlist,PUT,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/51.0.889.0 Safari/531.1","Traceback (most recent call last):
  File ""/app/checkout.py"", line 378, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
186,Failed to load checkout page,503,2023-11-16 01:49:56.101284,3,207.8.38.137,https://www.apparentintelligence.com/checkout,POST,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2021-09-16 01:47:36 Firefox/7.0,"Traceback (most recent call last):
  File ""/app/search.py"", line 161, in <module>
    raise Exception('User session expired')
Exception: User session expired"
187,Failed to add item to wishlist,500,2023-11-16 02:33:52.101284,2,13.97.212.192,https://www.apparentintelligence.com/wishlist,PUT,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fo-FO) AppleWebKit/532.39.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.39.7","Traceback (most recent call last):
  File ""/app/account.py"", line 31, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
188,Item not available in stock,404,2023-11-16 03:15:32.101284,182,219.41.143.74,https://www.apparentintelligence.com/product-detail,PUT,Opera/8.96.(X11; Linux i686; pap-AW) Presto/2.9.189 Version/10.00,"Traceback (most recent call last):
  File ""/app/account.py"", line 316, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
189,Failed to load checkout page,503,2023-11-16 13:29:28.101284,168,197.123.187.162,https://www.apparentintelligence.com/checkout,GET,Opera/9.29.(Windows NT 6.2; an-ES) Presto/2.9.184 Version/11.00,"Traceback (most recent call last):
  File ""/app/search.py"", line 26, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
190,Failed to load checkout page,503,2023-11-16 16:23:51.101284,190,186.53.140.104,https://www.apparentintelligence.com/checkout,PUT,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 225, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
191,Failed to load checkout page,503,2023-11-16 18:28:23.101284,173,98.141.117.159,https://www.apparentintelligence.com/checkout,GET,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_9 rv:5.0; ja-JP) AppleWebKit/534.23.6 (KHTML, like Gecko) Version/5.0 Safari/534.23.6","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 244, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
192,User session expired,401,2023-11-16 23:04:03.101284,21,176.175.202.79,https://www.apparentintelligence.com/login,POST,Opera/9.62.(Windows NT 10.0; ayc-PE) Presto/2.9.175 Version/10.00,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 379, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
193,Item not available in stock,404,2023-11-17 02:51:56.101284,69,88.52.53.101,https://www.apparentintelligence.com/product-detail,GET,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.860.0 Safari/535.1","Traceback (most recent call last):
  File ""/app/cart.py"", line 300, in <module>
    raise Exception('User session expired')
Exception: User session expired"
194,Item not available in stock,404,2023-11-17 04:47:49.101284,152,166.212.208.243,https://www.apparentintelligence.com/product-detail,GET,Opera/9.51.(X11; Linux x86_64; zu-ZA) Presto/2.9.164 Version/10.00,"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 293, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
195,Failed to load product details,500,2023-11-17 05:10:41.101284,145,174.223.240.93,https://www.apparentintelligence.com/product-listing,PUT,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),"Traceback (most recent call last):
  File ""/app/account.py"", line 88, in <module>
    raise Exception('User session expired')
Exception: User session expired"
196,User authentication failed,401,2023-11-17 12:44:27.101284,81,208.62.114.158,https://www.apparentintelligence.com/account,PUT,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.1),"Traceback (most recent call last):
  File ""/app/login.py"", line 93, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
197,Failed to load product details,500,2023-11-17 20:14:11.101284,147,64.2.236.152,https://www.apparentintelligence.com/product-listing,POST,Opera/9.24.(X11; Linux i686; lij-IT) Presto/2.9.160 Version/12.00,"Traceback (most recent call last):
  File ""/app/account.py"", line 374, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
